rms,peak_to_peak,crest_factor,form_factor,mean_amp,std_amp,kurtosis,skewness,energy,mean_square,spectral_centroid,spectral_entropy,label
1.7037655496916593,6.4011,2.9153072134740605,1.5021326686713317,0.0027930811535246173,1.703763260260589,5.929866266481148,2.2120350249046266,725701.3592619821,2.902817048316122,0.12368352222615644,3.3933537815544175,0.5mm
1.7025527176047284,6.4136,2.9489248380599635,1.4996544141428572,-0.0005486307745230929,1.7025526292093056,5.940242277373711,2.214408187156443,724668.5403700552,2.8986857562232458,0.13054586215164496,3.2279780026830416,0.5mm
1.7109892026858946,6.3567,2.915915535441277,1.4933663188858655,0.0004865419993680033,1.7109891335086254,5.8541864712263,2.195034103684032,731868.0854428766,2.927484051707713,0.12962098883610693,3.1918875526030206,0.5mm
1.7133945296104718,6.3513,2.9003244210365455,1.4903815419993927,-0.00036056089034756754,1.7133944916728707,5.828776690787645,2.189273757953201,733927.2678039585,2.9357208140990902,0.1241585399581215,3.253701829920166,0.5mm
1.7164417053208278,6.2901,2.900885000442488,1.4877738094480437,-0.00026714759619038127,1.7164416845313544,5.797949148325895,2.182143681593951,736540.0857690402,2.9461721277646715,0.13513747027722248,2.8867541724555013,0.5mm
1.7219074255016027,6.3844,2.8924319178522135,1.48480725043966,0.0017018560658242582,1.721906584482297,5.741795629440078,2.169421455249715,741238.3305342074,2.9649651819975578,0.12820156966304438,3.300080858523929,0.5mm
1.7239865518271316,6.3923,2.894164105756983,1.4811343423578973,-0.0002733673750694954,1.7239865301536093,5.720636572877655,2.164549765923017,743029.4355905699,2.972129630880803,0.13071484730302965,3.2493093802902253,0.5mm
1.7296880929723206,6.2367,2.8631751685510825,1.4770487191086465,0.0006157906523626094,1.7296879833577194,5.663643711385048,2.1513677602372545,747952.2329216568,2.9918208989702233,0.128465848144379,3.29290391918517,0.5mm
1.7316239235292916,6.3122,2.8557586494101077,1.473143508524721,-0.001750996111584444,1.7316230382365547,5.644806920871418,2.146992485400688,749627.3546133321,2.9985214125389783,0.13233192590573348,3.199478236848171,0.5mm
1.7341676686406928,6.390499999999999,2.859123766865809,1.4713112906216155,-0.0012516850475401897,1.734167216920917,5.6189991151321,2.1409971182828245,751831.3684021711,3.007337502958696,0.13230810347136787,3.2202215551223077,0.5mm
1.737129420800829,6.4323,2.8502194124760387,1.4692460274435752,-0.0007667743818975243,1.7371292515725105,5.589568361936773,2.134197896748805,754401.6385343313,3.0176186246118237,0.13359918808620702,3.2249828645936276,0.5mm
1.7469866717716163,6.2943999999999996,2.8340227645498723,1.4629809331983719,0.0016397219736879027,1.7469859022497913,5.493265811036068,2.1117912222484625,762987.5558744859,3.0519624313476688,0.13565593759469483,3.1461880167376286,0.5mm
1.749565699563893,6.2806999999999995,2.808697037451177,1.4600226540606214,0.0007785042044168225,1.7495655263583865,5.46740739115089,2.1055779889363726,765241.9732924865,3.0609801370904943,0.1352196680011299,3.191004421843117,0.5mm
1.7429773672893714,6.3243,2.8297556180208243,1.4648862782733647,8.69801839206952e-06,1.742977367267668,5.531276032812621,2.120561964209097,759489.4877506441,3.037970102882988,0.1515722026937296,2.3455695490177515,0.5mm
1.7461749220070366,6.3805000000000005,2.828811669963545,1.4633478774539035,0.0012952648610594396,1.7461744416109235,5.499645918741241,2.113152742322185,762278.6654347117,3.04912685824628,0.13429994409153984,3.2248615100831346,0.5mm
1.74933188392858,6.3527000000000005,2.822220324533536,1.4589751692498285,-0.0005478121700486768,1.7493317981534955,5.469799813576422,2.106028354912718,765037.4498702387,3.060162040129115,0.137349060570947,3.2020163023001524,0.5mm
1.751768968730044,6.314900000000001,2.8245733801087427,1.457013626393211,-0.00030886703186812624,1.751768941500756,5.445523792011049,2.1003386701174587,767170.5612568607,3.068694519805522,0.13718073837958064,3.2270150928811763,0.5mm
1.7565648137317678,6.2938,2.805248037916812,1.4520542900732658,-0.0015244026390905578,1.7565641522691717,5.399983964148865,2.089529967285794,771376.9006901851,3.0855199448405197,0.13877176368569913,3.166326506049233,0.5mm
1.760233099972466,6.2989999999999995,2.8041740592612623,1.4503877429898453,0.00017535883503533512,1.760233091237623,5.364384469570826,2.081079091474343,774602.0431391032,3.0984205662386777,0.14109434378696223,3.1172477678126906,0.5mm
1.7626109880896463,6.323,2.7912001175829384,1.4489687820326027,0.0006492418329673286,1.7626108685184603,5.343521609920561,2.0759916526245945,776696.2670360944,3.106797495334359,0.13766148333966888,3.2714888374889455,0.5mm
1.765012198045335,6.3405000000000005,2.78859262426751,1.4461766522704427,-8.119996479985948e-05,1.7650121961775194,5.319999150157898,2.070292154770994,778813.899544147,3.115268059248825,0.1437291086422181,2.7486078495752087,0.5mm
1.7674548522210995,6.3736999999999995,2.7876242445575254,1.4452713487252073,0.0010859043172172637,1.7674545186373882,5.2984349995941535,2.065168553544422,780971.0397633226,3.1238966546399087,0.1420998445341816,3.1581403198930653,0.5mm
1.7719066447790786,6.3569,2.7666807456690465,1.441510802084811,0.0010128666998667976,1.7719063552889305,5.256190831952402,2.0549663701779344,784910.1497999051,3.1396531578122517,0.14089451393592256,3.15843543796525,0.5mm
1.7751179574484541,6.3048,2.771252454850789,1.438471239085949,0.0006344614216856917,1.7751178440640711,5.225962306720897,2.0476599730459513,787757.7896702301,3.1510437628559718,0.14111648622604947,3.1734894718788005,0.5mm
1.7787785882392038,6.3887,2.7611643347363897,1.4338905166648965,-0.001223465031380126,1.778778167482267,5.192012924237178,2.0394246099825883,791010.1524412978,3.164053265978255,0.14000384672919408,3.1689238958488852,0.5mm
1.7900022475155464,6.306299999999999,2.7459183384133667,1.4258256309181312,-9.018962163848804e-05,1.7900022452434354,5.090165012786938,2.014503734915428,801023.8074196307,3.2041080461107074,0.14442981908258334,2.605844625639134,0.5mm
1.7900772970448455,6.3285,2.727815164927961,1.4273015240670779,0.001837802533610131,1.790076353644511,5.08951189741835,2.014351970540571,801090.9779721156,3.20437672939538,0.14266611561600281,3.1190881876890555,0.5mm
1.7836586488273705,6.255800000000001,2.7388087964436467,1.430536180020352,-0.0006062309424037637,1.7836585458043044,5.148279185252835,2.0286765762827135,795356.3624459946,3.1814381755366807,0.14331861830029446,3.1477717009808885,0.5mm
1.7886235441469331,6.323,2.754017195717584,1.426813332493466,-6.105569662278482e-05,1.7886235431048476,5.101478272253965,2.0171884578580266,799790.3464950013,3.199174182676736,0.14304958020169917,3.15315568048358,0.5mm
1.7901525132269387,6.301,2.723287519502364,1.4251835522792244,-0.00038727032708131206,1.7901524713371257,5.08699373220454,2.0134771470649544,801158.3005071606,3.2046460206127247,0.14215588234796653,3.2176059314804824,0.5mm
1.789682891692046,6.3675,2.7209848291475724,1.4252681877502795,-0.0007157485934343774,1.78968274856723,5.091918053823845,2.014818102127378,800738.010238948,3.2029648528152035,0.15461249437471708,2.613556416150115,0.5mm
1.7938099201456505,6.4178999999999995,2.736410330959163,1.423761399638028,0.000897244256177028,1.793809695749716,5.061755318757409,2.0073565985326507,804435.2896492067,3.217754029612945,0.14598878329903944,3.14091155630453,0.5mm
1.8023425900331984,6.4023,2.7124144013028832,1.4159960189297762,0.00025800630242520887,1.8023425715663286,4.978650587881428,1.9866559906996335,812106.4545230826,3.2484388118475778,0.1543676167010804,2.4899243285870436,0.5mm
1.5817889540908951,6.2554,3.2169272541845486,1.6161176826721164,-0.00034509289637158565,1.5817889164470906,7.344612087199157,2.508509043493996,625511.5717646967,2.502056295283968,0.09467096868170313,3.5326320190032723,1.0mm
1.5913278993597546,6.251399999999999,3.201540046428037,1.59975127442567,-0.005590010890843563,1.5913180810444436,7.224389026978745,2.484841322728422,633078.588495699,2.5323244832807292,0.10220025939358314,3.5549810558041797,1.0mm
1.598357416664209,6.311,3.1796392620537732,1.5939840419704296,-0.0045914222762771,1.5983508220184217,7.13578512516303,2.467100885965143,638684.0531049396,2.554746431405484,0.10467308526844507,3.458079558525469,1.0mm
1.6248882498307795,6.2813,3.1039057593168873,1.5771020842588446,0.003316419620478479,1.624884865397864,6.808475947074715,2.400567363204468,660062.8158477091,2.640261824438134,0.10057066862520313,3.8119152458750887,1.0mm
1.628468804388541,6.3853,3.106169417100456,1.5738624006372248,0.003593614665258669,1.628464839288918,6.76660880951192,2.3919631196221633,662975.0098060141,2.651910646866644,0.11094105399008938,3.3625470325218325,1.0mm
1.6279267521467717,6.3347999999999995,3.1231134878594964,1.565869202860549,-0.003581417199268782,1.6279228126069065,6.771878688301256,2.3931755626250633,662533.7274432738,2.6501455103551366,0.10786262751117531,3.5870931729417186,1.0mm
1.6432119006975257,6.306299999999999,3.0770225037785295,1.5570875282929286,0.0015772512678050665,1.6432111437281618,6.592866925694665,2.3558865640365223,675033.637503143,2.7001453505939748,0.11330529145842042,3.3368451368456795,1.0mm
1.6480022960262437,6.2802,3.0765127021660095,1.5537939456604324,0.002960582306329235,1.6479996367293832,6.535558080849074,2.3438451601767647,678975.176015375,2.7159115677077708,0.11494867118957515,3.3600724723366717,1.0mm
1.6514088346343234,6.311400000000001,3.070771992116742,1.548615261431711,0.000999546566586275,1.6514085321370227,6.499638476933278,2.336198250304095,681785.0576259344,2.727151139108294,0.11325230380290521,3.4731527210816617,1.0mm
1.656639036629744,6.3574,3.041217721881324,1.5405671757915642,-0.0015527854711418888,1.6566383089083772,6.437471433809917,2.3229707991720194,686110.479968484,2.7444528976855267,0.11517009057595223,3.3968534746486965,1.0mm
1.666560231560566,6.2303999999999995,3.006431992140981,1.5343549986598208,0.0012398788755154924,1.6665597703411605,6.3270881172948386,2.299327379982708,694352.9739317965,2.7774230054192075,0.11790653582387964,3.3323647042804385,1.0mm
1.669825046426481,6.3447000000000005,3.000374205502259,1.5281463702779265,-0.0016828331949327823,1.6698241984549262,6.289348931139392,2.29115739786095,697076.1331026142,2.7883156856731994,0.12012443871749745,3.307514679209306,1.0mm
1.6742370536113713,6.5165,2.987390576635508,1.5260877728803386,0.00018377725670902663,1.6742370435249623,6.241289018925549,2.280648388564473,700764.6248516098,2.803069711685286,0.1325180298573806,2.4727840770913136,1.0mm
1.6773178322131834,6.2327,2.978564885600319,1.5240220304871233,0.0009766483537934155,1.67731754787766,6.2076738802411855,2.273459076762155,703345.964169973,2.813395110260333,0.11914797914649318,3.2728636811723453,1.0mm
1.6849298413877305,6.3328,2.957333815714655,1.5167457450628097,0.0006802318777275059,1.684929704077732,6.124905077355493,2.255413793806786,709744.3036111502,2.8389885703988824,0.1150819857605793,3.3627054764713122,1.0mm
1.6918038498576902,6.248200000000001,2.947682142626524,1.512220545273864,0.0024589795159180574,1.6918020628350832,6.050353876487092,2.2388789856736384,715547.2043980592,2.862200266393302,0.12153268824264343,3.2671260156327775,1.0mm
1.6941046785011733,6.2516,2.933939124389602,1.5064134221980556,-0.001203677747510992,1.6941042508887827,6.026054289724827,2.2334497563667175,717494.7954392292,2.8699906617195636,0.12110113175357595,3.3488354363717057,1.0mm
1.6992743984518865,6.304,2.9332519819093106,1.503023017244967,0.0002536145558582235,1.6992743795260605,5.96883692827865,2.220723211475333,721880.482775024,2.887533481234021,0.11849806158969438,3.3870617891687993,1.0mm
1.7023642473074099,6.4003,2.9252846474844074,1.4984912157480141,-0.0016058949195796768,1.7023634898610907,5.938315246750394,2.2138778663222207,724508.1095836005,2.8980440305105244,0.12383237006870683,3.306944607178451,1.0mm
1.7056767731391766,6.3569,2.9207761256608964,1.5001166957300078,0.0028922230536922154,1.7056743210449883,5.905153079276248,2.206342528300047,727330.4042733641,2.9093332544264743,0.11977534054859759,3.488578202151256,1.0mm
1.7144000284589511,6.4404,2.911339194024149,1.4901699049826738,0.0006694503578014358,1.7143998977532258,5.8144134790872855,2.185917907533692,734788.9252275556,2.9391674575800524,0.12069148453058012,3.311107070069673,1.0mm
1.719714929871816,6.3228,2.8840245036924004,1.4854798002289071,0.0006940227056908216,1.719714789828973,5.760926997204502,2.1736394321661825,739351.9025865663,2.957419440024025,0.11605481230152419,3.92970148267019,1.0mm
1.7178419640611378,6.3742,2.885306157847645,1.4839209938857667,-0.0026964806003624132,1.7178398477395378,5.77880788893057,2.1777662829008797,737742.3023913433,2.950981013489427,0.12467798986167496,3.3065279574055286,1.0mm
1.7295586010085668,6.3654,2.8827008198565247,1.4794217666686442,0.0034435016160064653,1.729555173048646,5.661300906275225,2.1508552231838167,747840.2472077234,2.991372954322711,0.12688472888375835,3.251958133302683,1.0mm
1.7283291314842186,6.3713999999999995,2.8654264439098207,1.4785946287200193,0.0013854366667786619,1.7283285761978935,5.673788803208537,2.153729542774101,746777.4095626617,2.987121586736994,0.13079339942203963,3.208147996408409,1.0mm
1.7279017885763386,6.3466000000000005,2.8682185700005287,1.476444794164226,-0.0012231912543650232,1.7279013556243494,5.677687450187589,2.154544213412871,746408.1620967366,2.98564459096531,0.12421746495003366,3.3434057306131586,1.0mm
1.7309950587086849,6.3717,2.8703143733039687,1.473085068527403,-0.0019211470945883768,1.7309939926145685,5.646292020168762,2.1473510003356577,749082.9769745776,2.9963438932738837,0.1258582491837211,3.3459856627458398,1.0mm
1.737255916436134,6.3473999999999995,2.865438505655862,1.47027059840292,0.0009065136636546596,1.7372556799231742,5.584224852263173,2.132934598668764,754511.5117399688,3.018058119192352,0.1269528066432308,3.367343564993679,1.0mm
1.7376950014096852,6.3180000000000005,2.841522817958747,1.4680052428473311,-0.0012161858427433634,1.737694575814807,5.579301774422842,2.1318677039919716,754892.9598971336,3.0195839179242063,0.12772733054948932,3.2501750467095247,1.0mm
1.7708458689977487,6.414000000000001,2.7627474998748593,1.4429458450594952,0.00183641058964236,1.7708449167960862,5.262143684109804,2.0567899704641093,783970.6370415061,3.1358950917463915,0.12214830632446053,3.29369496680634,1.0mm
1.7444467591232977,6.3203000000000005,2.839524893066896,1.4638896059605595,0.00048826739194956706,1.7444466907907306,5.515578499593159,2.1169413102737704,760770.5807594488,3.043094495415777,0.13236453473233536,2.858482672757272,1.0mm
1.746768433301957,6.4037,2.834090599981741,1.4618388623523888,0.000488281855927421,1.7467683650561692,5.493387317987344,2.1116281423638825,762796.9386950838,3.0511999595801735,0.12369223255271342,3.176903103006464,1.0mm
1.7486261287724965,6.2942,2.824274392286779,1.4607463827675917,0.0009264590843563425,1.7486258833436763,5.4762331708327485,2.1076100358433103,764420.2768631337,3.0576933382258873,0.13355484424360486,3.224388965485713,1.0mm
1.7539266426079088,6.1791,2.8151690482579856,1.4580332584357993,0.0018034327412949631,1.7539257154395675,5.437827176553715,2.098775386258546,769061.590653795,3.0762586676498507,0.13657639065904434,3.173038752543003,1.0mm
1.7554586737035494,6.2940000000000005,2.806730839637713,1.455540425635253,0.0015827685607142416,1.7554579601701397,5.410035635984811,2.0919451599062584,770405.707135101,3.0816351550810244,0.13531270854333663,3.1760514803152278,1.0mm
1.7563981337373649,6.3298,2.8149084778772515,1.453363886399416,4.678275793103323e-05,1.7563981331143212,5.400332137390605,2.0896792945456073,771230.5161146204,3.0849344041960984,0.14617326245489784,2.425841769419092,1.0mm
1.7623017895003337,6.3509,2.7988963221785172,1.449526880727338,0.0011134897695590801,1.7623014377275559,5.345988114764237,2.0765426266646054,776423.7936114224,3.1057075972760786,0.13233927638362092,3.2823836046698824,1.0mm
1.7653411599821143,6.2994,2.7850707323137143,1.447163604316685,0.0014258711090844329,1.7653405841419316,5.3159894248459345,2.06947478806583,779104.2363523381,3.116429411126997,0.1354626664420257,3.2065169176042603,1.0mm
1.7682010287448613,6.3871,2.7822628294192673,1.444046662011072,0.0005683712122848501,1.7682009373961292,5.289652355103005,2.0630861134896126,781630.5929787185,3.126534878054386,0.1340008379491083,3.2162546905602234,1.0mm
1.775728446992025,6.4208,2.7615708953388487,1.4385708440045215,0.001515779652518614,1.7757278000495333,5.219521518761098,2.0461379567745914,788299.7261526597,3.153211517456709,0.1293848513411224,3.352335922448058,1.0mm
1.78378414657067,6.4159,2.75240701442857,1.4314993716628979,0.0008662794783179136,1.7837839362200567,5.1446818686596325,2.02797195844496,795468.2885033318,3.1818858815568536,0.13148951552010496,3.2472458016833095,1.0mm
1.7811860479536565,6.4232000000000005,2.7456424346422907,1.4329172195634614,8.779947519791045e-06,1.7811860479320172,5.169508165169326,2.034032800288686,793152.761732454,3.1726237374247654,0.1394807851190393,2.602818699202435,1.0mm
1.7765455245083568,6.3837,2.7727406527285354,1.4355403426838536,-0.001110093440773758,1.776545177681453,5.210565846160949,2.044010493734884,789025.3440486675,3.1561140006506725,0.14126547844829093,2.707934131110649,1.0mm
1.7776212816998576,6.4092,2.763468263914476,1.4345761072787107,-0.0013018022244088946,1.7776208050265423,5.201781831063889,2.041742166875044,789981.19535064,3.1599374211522444,0.1388502391399716,3.1346437459294214,1.0mm
1.7798069412733057,6.3319,2.761984956481383,1.4340117453222492,0.00011532777043108422,1.779806937536806,5.183202714877947,2.0372198719141057,791925.019338412,3.1677127482046408,0.14717746940801116,2.480470437031951,1.0mm
1.7822387042836778,6.3639,2.757767511966183,1.4320608726060233,0.0001257864007456015,1.782238699844817,5.1598220872923255,2.0315560115624236,794090.5233868917,3.176374799046763,0.15973262430316398,2.2697615204363153,1.0mm
1.7862602513773338,6.4038,2.750327111327453,1.4283285204154825,-0.0003753244875379457,1.7862602119462172,5.1224412623219875,2.022338334027644,797678.2306869682,3.1907256856506154,0.13086513887074777,3.5416463193282124,1.0mm
1.7889622884302987,6.18,2.7448314752144576,1.4276823138579058,0.0002914229156916632,1.788962264693824,5.106395627927418,2.0179289757028225,800093.3169703733,3.200386069425771,0.14753215139589684,3.1697965162629957,1.0mm
1.787580723052741,6.3781,2.724967848700232,1.426286079396155,-0.0009421725193700828,1.7875804747593054,5.104796771547736,2.0180000122514303,798858.0149125985,3.19544484142976,0.14320275659723422,3.2542231106313877,1.0mm
1.5832333046985996,6.2268,3.226940705208106,1.6170075138635176,0.001226428346913384,1.583232829681206,7.33147879759507,2.505942706555389,626654.4176490151,2.5066276971068486,0.09727875847151625,3.842247189779978,1.5mm
1.6012034304097449,6.241899999999999,3.1753616687690642,1.5989366279956505,0.001428353447893797,1.6012027933283037,7.104827353743966,2.4609735990233292,640960.5425365581,2.5638524255559347,0.10894517666407516,3.383448150541936,1.5mm
1.6185319111823133,6.2566999999999995,3.16020954638048,1.5845592685032617,0.006046502160008638,1.6185206168989943,6.858849672955924,2.41098225356186,654908.7672333204,2.619645547515472,0.10601976134758272,3.5591674639815496,1.5mm
1.6151499928040345,6.346299999999999,3.1509767015592005,1.5805654377138967,-0.00211859616118465,1.6151486033195765,6.933112136507945,2.4262380845854175,652174.7661042189,2.6087094992548727,0.1028984944007413,3.6832968596074815,1.5mm
1.6298424770939803,6.2034,3.090666777743375,1.573495028128059,0.004030823621174492,1.6298374926969796,6.7566603739638715,2.3900624157154873,664093.9686484602,2.6563865001398415,0.11221602328665434,3.3532997096035375,1.5mm
1.634515597821161,6.3008999999999995,3.1024482138055376,1.5671956615666442,0.002634531008124036,1.6345134746361176,6.701602432385945,2.3786813839334418,667907.6382389272,2.671641239520667,0.11334425061064002,3.354592480896406,1.5mm
1.6436001827528857,6.2114,3.0556701378144284,1.5571840659201102,0.00148970488601954,1.6435995076431094,6.596461164695256,2.3566578761570254,675352.6887647691,2.7014215607453194,0.11405518326619904,3.365268416247075,1.5mm
1.646418871387585,6.3215,3.0743695209589537,1.5536057802944145,0.0009322865883463489,1.646418607433385,6.561723053389223,2.3492887896496133,677671.0643201922,2.710695100061169,0.11678264624948906,3.3274917013633387,1.5mm
1.65010436728707,6.4277,3.0595034453734065,1.5469529675926719,-0.0020293618454473817,1.6501031193929556,6.521057007009374,2.3406827917864046,680708.3828905426,2.722844422939862,0.11845849150919185,3.3173062877670456,1.5mm
1.6523328385941687,6.228199999999999,3.0265693933846136,1.5435499528278254,-0.0031002159108636505,1.6523299301767693,6.493062547702936,2.334815231965606,682548.2221703562,2.730203809496663,0.11841777783198715,3.321557632822169,1.5mm
1.665468534840341,6.277699999999999,3.038784516842514,1.5384854080682322,0.0034615433086932386,1.6654649375658304,6.347377384966292,2.303700665646857,693443.5863503676,2.7737854405432327,0.12002769382806497,3.089456273392689,1.5mm
1.6700859325754431,6.277900000000001,3.014515540060727,1.532214902839613,0.0017152218624874572,1.67008505178639,6.2949420660023625,2.2923036101270897,697293.9663595747,2.7891870221863875,0.12185661140831136,3.2937169244351594,1.5mm
1.6717790056932822,6.33,3.0276130874567335,1.5267243259198244,-0.0019371989803959157,1.671777883313728,6.275815646407631,2.2881899498104974,698708.4661241609,2.794845043876819,0.1194315813417186,3.334190870975957,1.5mm
1.6779113735830433,6.3892,2.9986089111829815,1.5187770478791773,-0.004137050619002471,1.6779062734287367,6.208326598166745,2.2736109585236566,703843.8290132562,2.815386577599335,0.12487679257067225,3.2663866521188365,1.5mm
1.6860456383702989,6.310899999999999,2.960418083263854,1.5146334324464494,-0.0008669199688798761,1.6860454154966515,6.1192683762010445,2.254059730808636,710684.6309169825,2.842749894667509,0.12253280257096826,3.3156206036026896,1.5mm
1.693420133614503,6.3557999999999995,2.9661865341783336,1.508115947620179,-0.0007542036104144498,1.6934199656635311,6.040597200017675,2.236717597375866,716915.0695609913,2.867671748930961,0.12398025182383876,3.292434531918433,1.5mm
1.701998599599687,6.334,2.939779150368897,1.5019747876924954,0.0004506742122968508,1.7019985399324082,5.9553479687419815,2.2177320497317075,724196.9114605908,2.896799233039295,0.13993458460639607,2.469572696001386,1.5mm
1.7056353331201004,6.4602,2.9516860370374465,1.4997771560148931,0.0017512568050272192,1.7056344340705947,5.9145037543421095,2.2085554143756476,727295.0632050394,2.909191889587716,0.12808105440291362,3.2916138386500036,1.5mm
1.7049589959330838,6.4031,2.9376659550227164,1.4974563422953608,-0.0012045425422101711,1.7049585704322594,5.921187266366882,2.2100348393051994,726718.3875681096,2.9068851778131495,0.1283572638433781,3.241133917000247,1.5mm
1.7101784166663534,6.356999999999999,2.9057202153100046,1.4936768764271884,-0.00016675420141680183,1.7101784085365104,5.86535447134357,2.19737786076131,731174.6294976419,2.924710216831435,0.12935897908155447,3.0656624810162176,1.5mm
1.711470678781392,6.3334,2.9105961667051634,1.4896183353908807,-0.0031386217592870346,1.7114678008603874,5.851379982707754,2.1942379876951437,732280.0419502254,2.929131884328439,0.1247626880066861,3.352197056378323,1.5mm
1.7153435524447418,6.2911,2.906065079493467,1.4883673429029138,-0.0008844703222812844,1.7153433244181746,5.812314904925326,2.1853873715270677,735597.9333249336,2.9424035029137463,0.12613550484105449,3.4111796084666484,1.5mm
1.7207857212520008,6.3156,2.8726412220173523,1.4858686799754692,0.0013903340685362704,1.7207851595815054,5.757474624965204,2.1728776281301605,740272.9135126937,2.9611034984647686,0.13113652128332634,3.2356017146682627,1.5mm
1.7213764392989632,6.3568999999999996,2.905117023172152,1.4823385637114688,-0.0017553217768871015,1.7213755443304746,5.751463956812154,2.1714868970499794,740781.2483065486,2.9631368457735774,0.12885964993975516,3.303894151781855,1.5mm
1.7289921278144547,6.258900000000001,2.86507955556552,1.4790549657368888,0.001842369026276112,1.7289911462239262,5.67311631524113,2.1535550781902386,747350.4550973108,2.9894137780443555,0.13258590363693112,3.2185611597454558,1.5mm
1.7357930381681517,6.465299999999999,2.8742481893987417,1.4736051894486568,0.002442636524146091,1.7357913195081471,5.606326185590835,2.1380711422365044,753241.3548607843,3.0129774713530226,0.13236818007606216,3.2231390158485262,1.5mm
1.7345024742116986,6.3345,2.850558053770745,1.4716318441145282,-0.0009449704916419706,1.7345022167980289,5.618854162585479,2.141045107218174,752121.699762793,3.008498833046504,0.13444155884843922,3.2189054805721584,1.5mm
1.7381683003518191,6.3191,2.853636207807034,1.4693700167390875,-5.063498653994715e-05,1.738168299614289,5.583532284035522,2.1328438502526534,755304.2388579426,3.021229040347932,0.1369968033889942,2.933568159779289,1.5mm
1.7452662364264513,6.315300000000001,2.8262163641424736,1.4642608764787686,0.0009604265985063946,1.7452659721632398,5.51354172301515,2.1164378932079613,761485.5130483016,3.04595423601015,0.13224874035357762,3.241014590869113,1.5mm
